unit,sex,age,region,year,value
YR,M,Y41,PT,1986,32.8
YR,M,Y42,PT,1986,31.9
YR,M,Y43,PT,1986,31.0
YR,M,Y44,PT,1986,30.1
YR,M,Y45,PT,1986,29.3
YR,M,Y46,PT,1986,28.4
YR,M,Y47,PT,1986,27.5
YR,M,Y48,PT,1986,26.7
YR,M,Y49,PT,1986,25.9
YR,M,Y5,PT,1986,66.4
YR,M,Y50,PT,1986,25.0
YR,M,Y51,PT,1986,24.2
YR,M,Y52,PT,1986,23.4
YR,M,Y53,PT,1986,22.6
YR,M,Y54,PT,1986,21.8
YR,M,Y55,PT,1986,21.0
YR,M,Y56,PT,1986,20.3
YR,M,Y57,PT,1986,19.5
YR,M,Y58,PT,1986,18.8
YR,M,Y59,PT,1986,18.0
YR,M,Y6,PT,1986,65.5
YR,M,Y60,PT,1986,17.3
YR,M,Y61,PT,1986,16.6
YR,M,Y62,PT,1986,15.9
YR,M,Y63,PT,1986,15.2
YR,M,Y64,PT,1986,14.5
YR,M,Y65,PT,1986,13.8
YR,M,Y66,PT,1986,13.1
YR,M,Y67,PT,1986,12.5
YR,M,Y68,PT,1986,11.8
YR,M,Y69,PT,1986,11.2
YR,M,Y7,PT,1986,64.5
YR,M,Y70,PT,1986,10.6
YR,M,Y71,PT,1986,10.1
YR,M,Y72,PT,1986,9.5
YR,M,Y73,PT,1986,8.9
YR,M,Y74,PT,1986,8.4
YR,M,Y75,PT,1986,7.9
YR,M,Y76,PT,1986,7.4
YR,M,Y77,PT,1986,6.9
YR,M,Y78,PT,1986,6.5
YR,M,Y79,PT,1986,6.0
YR,M,Y8,PT,1986,63.6
YR,M,Y80,PT,1986,5.6
YR,M,Y81,PT,1986,5.2
YR,M,Y82,PT,1986,4.8
YR,M,Y83,PT,1986,4.5
YR,M,Y84,PT,1986,4.1
YR,M,Y9,PT,1986,62.6
YR,M,Y_GE85,PT,1986,3.8
YR,M,Y_LT1,PT,1986,69.9
YR,T,Y1,PT,1986,73.6
YR,T,Y10,PT,1986,65.0
YR,T,Y11,PT,1986,64.0
YR,T,Y12,PT,1986,63.0
YR,T,Y13,PT,1986,62.1
YR,T,Y14,PT,1986,61.1
YR,T,Y15,PT,1986,60.1
YR,T,Y16,PT,1986,59.1
YR,T,Y17,PT,1986,58.2
YR,T,Y18,PT,1986,57.2
YR,T,Y19,PT,1986,56.3
YR,T,Y2,PT,1986,72.7
YR,T,Y20,PT,1986,55.4
YR,T,Y21,PT,1986,54.4
YR,T,Y22,PT,1986,53.5
YR,T,Y23,PT,1986,52.6
YR,T,Y24,PT,1986,51.6
YR,T,Y25,PT,1986,50.7
YR,T,Y26,PT,1986,49.7
YR,T,Y27,PT,1986,48.8
YR,T,Y28,PT,1986,47.8
YR,T,Y29,PT,1986,46.9
YR,T,Y3,PT,1986,71.8
YR,T,Y30,PT,1986,45.9
YR,T,Y31,PT,1986,45.0
YR,T,Y32,PT,1986,44.0
YR,T,Y33,PT,1986,43.1
YR,T,Y34,PT,1986,42.2
YR,T,Y35,PT,1986,41.2
YR,T,Y36,PT,1986,40.3
YR,T,Y37,PT,1986,39.3
YR,T,Y38,PT,1986,38.4
YR,T,Y39,PT,1986,37.5
YR,T,Y4,PT,1986,70.8
YR,T,Y40,PT,1986,36.5
YR,T,Y41,PT,1986,35.6
YR,T,Y42,PT,1986,34.7
YR,T,Y43,PT,1986,33.8
YR,T,Y44,PT,1986,32.9
YR,T,Y45,PT,1986,32.0
YR,T,Y46,PT,1986,31.1
YR,T,Y47,PT,1986,30.2
YR,T,Y48,PT,1986,29.3
YR,T,Y49,PT,1986,28.5
YR,T,Y5,PT,1986,69.8
YR,T,Y50,PT,1986,27.6
YR,T,Y51,PT,1986,26.7
YR,T,Y52,PT,1986,25.9
YR,T,Y53,PT,1986,25.0
YR,T,Y54,PT,1986,24.2
YR,T,Y55,PT,1986,23.4
YR,T,Y56,PT,1986,22.5
YR,T,Y57,PT,1986,21.7
YR,T,Y58,PT,1986,20.9
YR,T,Y59,PT,1986,20.1
YR,T,Y6,PT,1986,68.9
YR,T,Y60,PT,1986,19.4
YR,T,Y61,PT,1986,18.6
YR,T,Y62,PT,1986,17.8
YR,T,Y63,PT,1986,17.0
YR,T,Y64,PT,1986,16.3
YR,T,Y65,PT,1986,15.6
YR,T,Y66,PT,1986,14.8
YR,T,Y67,PT,1986,14.1
YR,T,Y68,PT,1986,13.4
YR,T,Y69,PT,1986,12.7
YR,T,Y7,PT,1986,67.9
YR,T,Y70,PT,1986,12.0
YR,T,Y71,PT,1986,11.4
YR,T,Y72,PT,1986,10.8
YR,T,Y73,PT,1986,10.2
YR,T,Y74,PT,1986,9.6
YR,T,Y75,PT,1986,9.0
YR,T,Y76,PT,1986,8.4
YR,T,Y77,PT,1986,7.9
YR,T,Y78,PT,1986,7.3
YR,T,Y79,PT,1986,6.9
YR,T,Y8,PT,1986,66.9
YR,T,Y80,PT,1986,6.4
YR,T,Y81,PT,1986,5.9
YR,T,Y82,PT,1986,5.5
YR,T,Y83,PT,1986,5.1
YR,T,Y84,PT,1986,4.7
YR,T,Y9,PT,1986,66.0
YR,T,Y_GE85,PT,1986,4.4
YR,T,Y_LT1,PT,1986,73.4
YR,F,Y1,PT,1985,76.6
YR,F,Y10,PT,1985,67.9
YR,F,Y11,PT,1985,66.9
YR,F,Y12,PT,1985,66.0
YR,F,Y13,PT,1985,65.0
YR,F,Y14,PT,1985,64.0
YR,F,Y15,PT,1985,63.0
YR,F,Y16,PT,1985,62.0
YR,F,Y17,PT,1985,61.1
YR,F,Y18,PT,1985,60.1
YR,F,Y19,PT,1985,59.1
YR,F,Y2,PT,1985,75.7
YR,F,Y20,PT,1985,58.2
YR,F,Y21,PT,1985,57.2
YR,F,Y22,PT,1985,56.2
YR,F,Y23,PT,1985,55.3
YR,F,Y24,PT,1985,54.3
YR,F,Y25,PT,1985,53.3
YR,F,Y26,PT,1985,52.3
YR,F,Y27,PT,1985,51.4
YR,F,Y28,PT,1985,50.4
YR,F,Y29,PT,1985,49.4
YR,F,Y3,PT,1985,74.8
YR,F,Y30,PT,1985,48.5
YR,F,Y31,PT,1985,47.5
YR,F,Y32,PT,1985,46.5
YR,F,Y33,PT,1985,45.6
YR,F,Y34,PT,1985,44.6
YR,F,Y35,PT,1985,43.7
YR,F,Y36,PT,1985,42.7
YR,F,Y37,PT,1985,41.7
YR,F,Y38,PT,1985,40.8
YR,F,Y39,PT,1985,39.8
YR,F,Y4,PT,1985,73.8
YR,F,Y40,PT,1985,38.9
YR,F,Y41,PT,1985,38.0
YR,F,Y42,PT,1985,37.0
YR,F,Y43,PT,1985,36.1
YR,F,Y44,PT,1985,35.1
YR,F,Y45,PT,1985,34.2
YR,F,Y46,PT,1985,33.3
YR,F,Y47,PT,1985,32.4
YR,F,Y48,PT,1985,31.5
YR,F,Y49,PT,1985,30.6
YR,F,Y5,PT,1985,72.8
YR,F,Y50,PT,1985,29.7
YR,F,Y51,PT,1985,28.8
YR,F,Y52,PT,1985,27.9
YR,F,Y53,PT,1985,27.0
YR,F,Y54,PT,1985,26.1
YR,F,Y55,PT,1985,25.2
YR,F,Y56,PT,1985,24.3
YR,F,Y57,PT,1985,23.4
YR,F,Y58,PT,1985,22.6
YR,F,Y59,PT,1985,21.7
YR,F,Y6,PT,1985,71.8
YR,F,Y60,PT,1985,20.9
YR,F,Y61,PT,1985,20.0
YR,F,Y62,PT,1985,19.2
YR,F,Y63,PT,1985,18.4
YR,F,Y64,PT,1985,17.6
YR,F,Y65,PT,1985,16.7
YR,F,Y66,PT,1985,15.9
YR,F,Y67,PT,1985,15.2
YR,F,Y68,PT,1985,14.4
YR,F,Y69,PT,1985,13.6
YR,F,Y7,PT,1985,70.9
YR,F,Y70,PT,1985,12.9
YR,F,Y71,PT,1985,12.1
YR,F,Y72,PT,1985,11.4
YR,F,Y73,PT,1985,10.7
YR,F,Y74,PT,1985,10.1
YR,F,Y75,PT,1985,9.4
YR,F,Y76,PT,1985,8.8
YR,F,Y77,PT,1985,8.2
YR,F,Y78,PT,1985,7.6
YR,F,Y79,PT,1985,7.1
YR,F,Y8,PT,1985,69.9
YR,F,Y80,PT,1985,6.6
YR,F,Y81,PT,1985,6.1
YR,F,Y82,PT,1985,5.6
YR,F,Y83,PT,1985,5.2
YR,F,Y84,PT,1985,4.8
YR,F,Y9,PT,1985,68.9
YR,F,Y_GE85,PT,1985,4.4
YR,F,Y_LT1,PT,1985,76.5
YR,M,Y1,PT,1985,69.8
YR,M,Y10,PT,1985,61.3
YR,M,Y11,PT,1985,60.3
YR,M,Y12,PT,1985,59.4
YR,M,Y13,PT,1985,58.4
YR,M,Y14,PT,1985,57.4
YR,M,Y15,PT,1985,56.4
YR,M,Y16,PT,1985,55.5
YR,M,Y17,PT,1985,54.6
YR,M,Y18,PT,1985,53.6
YR,M,Y19,PT,1985,52.7
YR,M,Y2,PT,1985,68.9
YR,M,Y20,PT,1985,51.8
YR,M,Y21,PT,1985,50.9
YR,M,Y22,PT,1985,50.0
YR,M,Y23,PT,1985,49.1
YR,M,Y24,PT,1985,48.2
YR,M,Y25,PT,1985,47.2
YR,M,Y26,PT,1985,46.3
YR,M,Y27,PT,1985,45.4
YR,M,Y28,PT,1985,44.5
YR,M,Y29,PT,1985,43.5
YR,M,Y3,PT,1985,68.0
YR,M,Y30,PT,1985,42.6
YR,M,Y31,PT,1985,41.7
YR,M,Y32,PT,1985,40.8
YR,M,Y33,PT,1985,39.8
YR,M,Y34,PT,1985,38.9
YR,M,Y35,PT,1985,38.0
YR,M,Y36,PT,1985,37.1
YR,M,Y37,PT,1985,36.2
YR,M,Y38,PT,1985,35.3
YR,M,Y39,PT,1985,34.4
YR,M,Y4,PT,1985,67.1
YR,M,Y40,PT,1985,33.4
YR,M,Y41,PT,1985,32.5
YR,M,Y42,PT,1985,31.6
YR,M,Y43,PT,1985,30.8
YR,M,Y44,PT,1985,29.9
YR,M,Y45,PT,1985,29.0
YR,M,Y46,PT,1985,28.1
YR,M,Y47,PT,1985,27.3
YR,M,Y48,PT,1985,26.4
YR,M,Y49,PT,1985,25.6
YR,M,Y5,PT,1985,66.1
YR,M,Y50,PT,1985,24.8
YR,M,Y51,PT,1985,24.0
YR,M,Y52,PT,1985,23.1
YR,M,Y53,PT,1985,22.3
YR,M,Y54,PT,1985,21.5
YR,M,Y55,PT,1985,20.8
YR,M,Y56,PT,1985,20.0
YR,M,Y57,PT,1985,19.2
YR,M,Y58,PT,1985,18.5
YR,M,Y59,PT,1985,17.7
YR,M,Y6,PT,1985,65.2
YR,M,Y60,PT,1985,17.0
YR,M,Y61,PT,1985,16.3
YR,M,Y62,PT,1985,15.6
YR,M,Y63,PT,1985,14.9
YR,M,Y64,PT,1985,14.2
YR,M,Y65,PT,1985,13.5
YR,M,Y66,PT,1985,12.8
YR,M,Y67,PT,1985,12.2
YR,M,Y68,PT,1985,11.5
YR,M,Y69,PT,1985,10.9
YR,M,Y7,PT,1985,64.2
YR,M,Y70,PT,1985,10.3
YR,M,Y71,PT,1985,9.7
YR,M,Y72,PT,1985,9.2
YR,M,Y73,PT,1985,8.6
YR,M,Y74,PT,1985,8.1
YR,M,Y75,PT,1985,7.6
YR,M,Y76,PT,1985,7.1
YR,M,Y77,PT,1985,6.6
YR,M,Y78,PT,1985,6.2
YR,M,Y79,PT,1985,5.8
YR,M,Y8,PT,1985,63.2
YR,M,Y80,PT,1985,5.4
YR,M,Y81,PT,1985,5.0
YR,M,Y82,PT,1985,4.6
YR,M,Y83,PT,1985,4.2
YR,M,Y84,PT,1985,3.9
YR,M,Y9,PT,1985,62.3
YR,M,Y_GE85,PT,1985,3.5
YR,M,Y_LT1,PT,1985,69.4
YR,T,Y1,PT,1985,73.2
YR,T,Y10,PT,1985,64.7
YR,T,Y11,PT,1985,63.7
YR,T,Y12,PT,1985,62.7
YR,T,Y13,PT,1985,61.7
YR,T,Y14,PT,1985,60.7
YR,T,Y15,PT,1985,59.8
YR,T,Y16,PT,1985,58.8
YR,T,Y17,PT,1985,57.9
YR,T,Y18,PT,1985,56.9
YR,T,Y19,PT,1985,56.0
YR,T,Y2,PT,1985,72.4
YR,T,Y20,PT,1985,55.0
YR,T,Y21,PT,1985,54.1
YR,T,Y22,PT,1985,53.2
YR,T,Y23,PT,1985,52.2
YR,T,Y24,PT,1985,51.3
YR,T,Y25,PT,1985,50.3
YR,T,Y26,PT,1985,49.4
YR,T,Y27,PT,1985,48.5
YR,T,Y28,PT,1985,47.5
YR,T,Y29,PT,1985,46.6
YR,T,Y3,PT,1985,71.4
YR,T,Y30,PT,1985,45.6
YR,T,Y31,PT,1985,44.7
YR,T,Y32,PT,1985,43.7
YR,T,Y33,PT,1985,42.8
YR,T,Y34,PT,1985,41.8
YR,T,Y35,PT,1985,40.9
YR,T,Y36,PT,1985,40.0
YR,T,Y37,PT,1985,39.0
YR,T,Y38,PT,1985,38.1
YR,T,Y39,PT,1985,37.2
YR,T,Y4,PT,1985,70.5
YR,T,Y40,PT,1985,36.3
YR,T,Y41,PT,1985,35.3
YR,T,Y42,PT,1985,34.4
YR,T,Y43,PT,1985,33.5
YR,T,Y44,PT,1985,32.6
YR,T,Y45,PT,1985,31.7
YR,T,Y46,PT,1985,30.8
YR,T,Y47,PT,1985,29.9
YR,T,Y48,PT,1985,29.0
YR,T,Y49,PT,1985,28.2
YR,T,Y5,PT,1985,69.5
YR,T,Y50,PT,1985,27.3
YR,T,Y51,PT,1985,26.5
YR,T,Y52,PT,1985,25.6
YR,T,Y53,PT,1985,24.8
YR,T,Y54,PT,1985,23.9
YR,T,Y55,PT,1985,23.1
YR,T,Y56,PT,1985,22.3
YR,T,Y57,PT,1985,21.5
YR,T,Y58,PT,1985,20.6
YR,T,Y59,PT,1985,19.9
YR,T,Y6,PT,1985,68.5
YR,T,Y60,PT,1985,19.1
YR,T,Y61,PT,1985,18.3
YR,T,Y62,PT,1985,17.5
YR,T,Y63,PT,1985,16.8
YR,T,Y64,PT,1985,16.0
YR,T,Y65,PT,1985,15.3
YR,T,Y66,PT,1985,14.5
YR,T,Y67,PT,1985,13.8
YR,T,Y68,PT,1985,13.1
YR,T,Y69,PT,1985,12.4
YR,T,Y7,PT,1985,67.6
YR,T,Y70,PT,1985,11.7
YR,T,Y71,PT,1985,11.1
YR,T,Y72,PT,1985,10.5
YR,T,Y73,PT,1985,9.9
YR,T,Y74,PT,1985,9.3
YR,T,Y75,PT,1985,8.7
YR,T,Y76,PT,1985,8.1
YR,T,Y77,PT,1985,7.6
YR,T,Y78,PT,1985,7.1
YR,T,Y79,PT,1985,6.6
YR,T,Y8,PT,1985,66.6
YR,T,Y80,PT,1985,6.1
YR,T,Y81,PT,1985,5.7
YR,T,Y82,PT,1985,5.3
YR,T,Y83,PT,1985,4.9
YR,T,Y84,PT,1985,4.5
YR,T,Y9,PT,1985,65.6
YR,T,Y_GE85,PT,1985,4.1
YR,T,Y_LT1,PT,1985,73.0
YR,F,Y1,PT,1984,76.3
YR,F,Y10,PT,1984,67.7
YR,F,Y11,PT,1984,66.7
YR,F,Y12,PT,1984,65.7
YR,F,Y13,PT,1984,64.7
YR,F,Y14,PT,1984,63.8
YR,F,Y15,PT,1984,62.8
YR,F,Y16,PT,1984,61.8
YR,F,Y17,PT,1984,60.8
YR,F,Y18,PT,1984,59.9
YR,F,Y19,PT,1984,58.9
YR,F,Y2,PT,1984,75.4
YR,F,Y20,PT,1984,57.9
YR,F,Y21,PT,1984,57.0
YR,F,Y22,PT,1984,56.0
YR,F,Y23,PT,1984,55.0
YR,F,Y24,PT,1984,54.1
YR,F,Y25,PT,1984,53.1
YR,F,Y26,PT,1984,52.1
YR,F,Y27,PT,1984,51.1
YR,F,Y28,PT,1984,50.2
YR,F,Y29,PT,1984,49.2
YR,F,Y3,PT,1984,74.5
YR,F,Y30,PT,1984,48.2
YR,F,Y31,PT,1984,47.3
YR,F,Y32,PT,1984,46.3
YR,F,Y33,PT,1984,45.4
YR,F,Y34,PT,1984,44.4
YR,F,Y35,PT,1984,43.5
YR,F,Y36,PT,1984,42.5
YR,F,Y37,PT,1984,41.6
YR,F,Y38,PT,1984,40.6
YR,F,Y39,PT,1984,39.7
YR,F,Y4,PT,1984,73.5
YR,F,Y40,PT,1984,38.7
YR,F,Y41,PT,1984,37.8
YR,F,Y42,PT,1984,36.9
YR,F,Y43,PT,1984,35.9
YR,F,Y44,PT,1984,35.0
YR,F,Y45,PT,1984,34.1
YR,F,Y46,PT,1984,33.1
YR,F,Y47,PT,1984,32.2
YR,F,Y48,PT,1984,31.3
YR,F,Y49,PT,1984,30.4
YR,F,Y5,PT,1984,72.6
YR,F,Y50,PT,1984,29.5
YR,F,Y51,PT,1984,28.6
YR,F,Y52,PT,1984,27.7
YR,F,Y53,PT,1984,26.8
YR,F,Y54,PT,1984,25.9
YR,F,Y55,PT,1984,25.0
YR,F,Y56,PT,1984,24.2
YR,F,Y57,PT,1984,23.3
YR,F,Y58,PT,1984,22.4
YR,F,Y59,PT,1984,21.6
YR,F,Y6,PT,1984,71.6
YR,F,Y60,PT,1984,20.7
YR,F,Y61,PT,1984,19.9
YR,F,Y62,PT,1984,19.0
YR,F,Y63,PT,1984,18.2
YR,F,Y64,PT,1984,17.4
YR,F,Y65,PT,1984,16.6
YR,F,Y66,PT,1984,15.8
YR,F,Y67,PT,1984,15.0
YR,F,Y68,PT,1984,14.2
YR,F,Y69,PT,1984,13.5
YR,F,Y7,PT,1984,70.6
YR,F,Y70,PT,1984,12.7
YR,F,Y71,PT,1984,12.0
YR,F,Y72,PT,1984,11.3
YR,F,Y73,PT,1984,10.6
YR,F,Y74,PT,1984,10.0
YR,F,Y75,PT,1984,9.3
YR,F,Y76,PT,1984,8.7
YR,F,Y77,PT,1984,8.1
YR,F,Y78,PT,1984,7.5
YR,F,Y79,PT,1984,7.0
YR,F,Y8,PT,1984,69.6
YR,F,Y80,PT,1984,6.5
YR,F,Y81,PT,1984,6.0
YR,F,Y82,PT,1984,5.6
YR,F,Y83,PT,1984,5.1
YR,F,Y84,PT,1984,4.7
YR,F,Y9,PT,1984,68.7
YR,F,Y_GE85,PT,1984,4.3
YR,F,Y_LT1,PT,1984,76.2
YR,M,Y1,PT,1984,69.5
YR,M,Y10,PT,1984,61.0
YR,M,Y11,PT,1984,60.0
YR,M,Y12,PT,1984,59.1
YR,M,Y13,PT,1984,58.1
YR,M,Y14,PT,1984,57.1
YR,M,Y15,PT,1984,56.2
YR,M,Y16,PT,1984,55.2
YR,M,Y17,PT,1984,54.3
YR,M,Y18,PT,1984,53.4
YR,M,Y19,PT,1984,52.5
YR,M,Y2,PT,1984,68.6
YR,M,Y20,PT,1984,51.6
YR,M,Y21,PT,1984,50.7
YR,M,Y22,PT,1984,49.7
YR,M,Y23,PT,1984,48.8
YR,M,Y24,PT,1984,47.9
YR,M,Y25,PT,1984,47.0
YR,M,Y26,PT,1984,46.1
YR,M,Y27,PT,1984,45.2
YR,M,Y28,PT,1984,44.3
YR,M,Y29,PT,1984,43.3
YR,M,Y3,PT,1984,67.7
YR,M,Y30,PT,1984,42.4
YR,M,Y31,PT,1984,41.5
YR,M,Y32,PT,1984,40.6
YR,M,Y33,PT,1984,39.6
YR,M,Y34,PT,1984,38.7
YR,M,Y35,PT,1984,37.8
YR,M,Y36,PT,1984,36.9
YR,M,Y37,PT,1984,36.0
YR,M,Y38,PT,1984,35.0
YR,M,Y39,PT,1984,34.1
YR,M,Y4,PT,1984,66.8
YR,M,Y40,PT,1984,33.2
YR,M,Y41,PT,1984,32.3
YR,M,Y42,PT,1984,31.5
YR,M,Y43,PT,1984,30.6
YR,M,Y44,PT,1984,29.7
YR,M,Y45,PT,1984,28.8
YR,M,Y46,PT,1984,28.0
YR,M,Y47,PT,1984,27.1
YR,M,Y48,PT,1984,26.3
YR,M,Y49,PT,1984,25.4
YR,M,Y5,PT,1984,65.8
YR,M,Y50,PT,1984,24.6
YR,M,Y51,PT,1984,23.8
YR,M,Y52,PT,1984,23.0
YR,M,Y53,PT,1984,22.2
YR,M,Y54,PT,1984,21.4
YR,M,Y55,PT,1984,20.6
YR,M,Y56,PT,1984,19.9
YR,M,Y57,PT,1984,19.1
YR,M,Y58,PT,1984,18.3
YR,M,Y59,PT,1984,17.6
YR,M,Y6,PT,1984,64.9
YR,M,Y60,PT,1984,16.9
YR,M,Y61,PT,1984,16.2
YR,M,Y62,PT,1984,15.5
YR,M,Y63,PT,1984,14.8
YR,M,Y64,PT,1984,14.1
YR,M,Y65,PT,1984,13.4
YR,M,Y66,PT,1984,12.7
YR,M,Y67,PT,1984,12.1
YR,M,Y68,PT,1984,11.5
YR,M,Y69,PT,1984,10.9
YR,M,Y7,PT,1984,63.9
YR,M,Y70,PT,1984,10.3
YR,M,Y71,PT,1984,9.7
YR,M,Y72,PT,1984,9.1
YR,M,Y73,PT,1984,8.6
YR,M,Y74,PT,1984,8.1
YR,M,Y75,PT,1984,7.6
YR,M,Y76,PT,1984,7.1
YR,M,Y77,PT,1984,6.7
YR,M,Y78,PT,1984,6.2
YR,M,Y79,PT,1984,5.8
YR,M,Y8,PT,1984,62.9
YR,M,Y80,PT,1984,5.3
YR,M,Y81,PT,1984,5.0
YR,M,Y82,PT,1984,4.6
YR,M,Y83,PT,1984,4.3
YR,M,Y84,PT,1984,4.0
YR,M,Y9,PT,1984,62.0
YR,M,Y_GE85,PT,1984,3.6
YR,M,Y_LT1,PT,1984,69.2
YR,T,Y1,PT,1984,72.9
YR,T,Y10,PT,1984,64.4
YR,T,Y11,PT,1984,63.4
YR,T,Y12,PT,1984,62.4
YR,T,Y13,PT,1984,61.5
YR,T,Y14,PT,1984,60.5
YR,T,Y15,PT,1984,59.5
YR,T,Y16,PT,1984,58.6
YR,T,Y17,PT,1984,57.6
YR,T,Y18,PT,1984,56.7
YR,T,Y19,PT,1984,55.7
YR,T,Y2,PT,1984,72.1
YR,T,Y20,PT,1984,54.8
YR,T,Y21,PT,1984,53.9
YR,T,Y22,PT,1984,52.9
YR,T,Y23,PT,1984,52.0
YR,T,Y24,PT,1984,51.1
YR,T,Y25,PT,1984,50.1
YR,T,Y26,PT,1984,49.2
YR,T,Y27,PT,1984,48.2
YR,T,Y28,PT,1984,47.3
YR,T,Y29,PT,1984,46.3
YR,T,Y3,PT,1984,71.1
YR,T,Y30,PT,1984,45.4
YR,T,Y31,PT,1984,44.5
YR,T,Y32,PT,1984,43.5
YR,T,Y33,PT,1984,42.6
YR,T,Y34,PT,1984,41.6
YR,T,Y35,PT,1984,40.7
YR,T,Y36,PT,1984,39.8
YR,T,Y37,PT,1984,38.8
YR,T,Y38,PT,1984,37.9
YR,T,Y39,PT,1984,37.0
YR,T,Y4,PT,1984,70.2
YR,T,Y40,PT,1984,36.0
YR,T,Y41,PT,1984,35.1
YR,T,Y42,PT,1984,34.2
YR,T,Y43,PT,1984,33.3
YR,T,Y44,PT,1984,32.4
YR,T,Y45,PT,1984,31.5
YR,T,Y46,PT,1984,30.6
YR,T,Y47,PT,1984,29.8
YR,T,Y48,PT,1984,28.9
YR,T,Y49,PT,1984,28.0
YR,T,Y5,PT,1984,69.2
YR,T,Y50,PT,1984,27.1
YR,T,Y51,PT,1984,26.3
YR,T,Y52,PT,1984,25.4
YR,T,Y53,PT,1984,24.6
YR,T,Y54,PT,1984,23.8
YR,T,Y55,PT,1984,22.9
YR,T,Y56,PT,1984,22.1
YR,T,Y57,PT,1984,21.3
YR,T,Y58,PT,1984,20.5
YR,T,Y59,PT,1984,19.7
YR,T,Y6,PT,1984,68.3
YR,T,Y60,PT,1984,18.9
YR,T,Y61,PT,1984,18.2
YR,T,Y62,PT,1984,17.4
YR,T,Y63,PT,1984,16.6
YR,T,Y64,PT,1984,15.9
YR,T,Y65,PT,1984,15.2
YR,T,Y66,PT,1984,14.4
YR,T,Y67,PT,1984,13.7
YR,T,Y68,PT,1984,13.0
YR,T,Y69,PT,1984,12.3
YR,T,Y7,PT,1984,67.3
YR,T,Y70,PT,1984,11.7
YR,T,Y71,PT,1984,11.0
YR,T,Y72,PT,1984,10.4
YR,T,Y73,PT,1984,9.8
YR,T,Y74,PT,1984,9.2
YR,T,Y75,PT,1984,8.6
YR,T,Y76,PT,1984,8.1
YR,T,Y77,PT,1984,7.6
YR,T,Y78,PT,1984,7.0
YR,T,Y79,PT,1984,6.6
YR,T,Y8,PT,1984,66.3
YR,T,Y80,PT,1984,6.1
YR,T,Y81,PT,1984,5.7
YR,T,Y82,PT,1984,5.3
YR,T,Y83,PT,1984,4.9
YR,T,Y84,PT,1984,4.5
YR,T,Y9,PT,1984,65.4
YR,T,Y_GE85,PT,1984,4.1
YR,T,Y_LT1,PT,1984,72.7
YR,F,Y1,PT,1983,76.2
YR,F,Y10,PT,1983,67.6
YR,F,Y11,PT,1983,66.6
YR,F,Y12,PT,1983,65.6
YR,F,Y13,PT,1983,64.6
YR,F,Y14,PT,1983,63.6
YR,F,Y15,PT,1983,62.7
YR,F,Y16,PT,1983,61.7
YR,F,Y17,PT,1983,60.7
YR,F,Y18,PT,1983,59.8
YR,F,Y19,PT,1983,58.8
YR,F,Y2,PT,1983,75.3
YR,F,Y20,PT,1983,57.8
YR,F,Y21,PT,1983,56.9
YR,F,Y22,PT,1983,55.9
YR,F,Y23,PT,1983,54.9
YR,F,Y24,PT,1983,54.0
YR,F,Y25,PT,1983,53.0
YR,F,Y26,PT,1983,52.0
YR,F,Y27,PT,1983,51.1
YR,F,Y28,PT,1983,50.1
YR,F,Y29,PT,1983,49.1
YR,F,Y3,PT,1983,74.4
YR,F,Y30,PT,1983,48.1
YR,F,Y31,PT,1983,47.2
YR,F,Y32,PT,1983,46.2
YR,F,Y33,PT,1983,45.2
YR,F,Y34,PT,1983,44.3
YR,F,Y35,PT,1983,43.3
YR,F,Y36,PT,1983,42.4
YR,F,Y37,PT,1983,41.4
YR,F,Y38,PT,1983,40.5
YR,F,Y39,PT,1983,39.6
YR,F,Y4,PT,1983,73.4
YR,F,Y40,PT,1983,38.6
YR,F,Y41,PT,1983,37.7
YR,F,Y42,PT,1983,36.7
YR,F,Y43,PT,1983,35.8
YR,F,Y44,PT,1983,34.9
YR,F,Y45,PT,1983,33.9
YR,F,Y46,PT,1983,33.0
YR,F,Y47,PT,1983,32.1
YR,F,Y48,PT,1983,31.2
YR,F,Y49,PT,1983,30.3
YR,F,Y5,PT,1983,72.4
YR,F,Y50,PT,1983,29.4
YR,F,Y51,PT,1983,28.5
YR,F,Y52,PT,1983,27.6
YR,F,Y53,PT,1983,26.7
YR,F,Y54,PT,1983,25.8
YR,F,Y55,PT,1983,24.9
YR,F,Y56,PT,1983,24.0
YR,F,Y57,PT,1983,23.2
YR,F,Y58,PT,1983,22.3
YR,F,Y59,PT,1983,21.4
YR,F,Y6,PT,1983,71.5
YR,F,Y60,PT,1983,20.6
YR,F,Y61,PT,1983,19.8
YR,F,Y62,PT,1983,18.9
YR,F,Y63,PT,1983,18.1
YR,F,Y64,PT,1983,17.3
YR,F,Y65,PT,1983,16.5
YR,F,Y66,PT,1983,15.7
YR,F,Y67,PT,1983,14.9
YR,F,Y68,PT,1983,14.1
YR,F,Y69,PT,1983,13.4
YR,F,Y7,PT,1983,70.5
YR,F,Y70,PT,1983,12.6
YR,F,Y71,PT,1983,11.9
YR,F,Y72,PT,1983,11.2
YR,F,Y73,PT,1983,10.5
YR,F,Y74,PT,1983,9.9
YR,F,Y75,PT,1983,9.2
YR,F,Y76,PT,1983,8.6
YR,F,Y77,PT,1983,8.1
YR,F,Y78,PT,1983,7.5
YR,F,Y79,PT,1983,7.0
YR,F,Y8,PT,1983,69.5
YR,F,Y80,PT,1983,6.5
YR,F,Y81,PT,1983,6.0
